# generated large 2D fixture
# 61 x 41 grid and 3 timesteps
# Chunk Coord1 Coord2 Ncount c_rho
100 2501 12505
1882 2.55 1.8 5 1.9406893
1883 2.6 1.8 2 0.98341385
1884 2.65 1.8 3 1.3054638
1885 2.7 1.8 4 1.6268245
1886 2.75 1.8 5 1.9474861
1887 2.8 1.8 2 0.9874437
1888 2.85 1.8 3 1.3066977
1889 2.9 1.8 4 1.6252535
1890 2.95 1.8 5 1.9431215
1891 3 1.8 2 0.98031715
1892 0 1.86 4 1.53
1893 0.05 1.86 5 1.8412493
1894 0.1 1.86 2 0.87256182
1895 0.15 1.86 3 1.1840002
1896 0.2 1.86 4 1.4956264
1897 0.25 1.86 5 1.8075007
1898 0.3 1.86 2 0.83968198
1899 0.35 1.86 3 1.1522265
1900 0.4 1.86 4 1.4651882
1901 0.45 1.86 5 1.7786179
1902 0.5 1.86 2 0.81256307
1903 0.55 1.86 3 1.1270673
1904 0.6 1.86 4 1.4421704
1905 0.65 1.86 5 1.7579077
1906 0.7 1.86 2 0.79430998
1907 0.75 1.86 3 1.1114032
1908 0.8 1.86 4 1.4292083
1909 0.85 1.86 5 1.7477412
1910 0.9 1.86 2 0.78701249
1911 0.95 1.86 3 1.1070274
1912 1 1.86 4 1.4277859
1913 1.05 1.86 5 1.7492824
1914 1.1 1.86 2 0.79150612
1915 1.15 1.86 3 1.1144411
1916 1.2 1.86 4 1.438066
1917 1.25 1.86 5 1.7623548
1918 1.3 1.86 2 0.80727638
1919 1.35 1.86 3 1.1327953
1920 1.4 1.86 4 1.4588717
1921 1.45 1.86 5 1.7854617
1922 1.5 1.86 2 0.83251772
1923 1.55 1.86 3 1.1599888
1924 1.6 1.86 4 1.487821
1925 1.65 1.86 5 1.8159577
1926 1.7 1.86 2 0.86434024
1927 1.75 1.86 3 1.1929081
1928 1.8 1.86 0 0.24159931
1929 1.85 1.86 0 0.25035121
1930 1.9 1.86 0 0.25910057
1931 1.95 1.86 0 0.26778422
1932 2 1.86 0 0.27633946
1933 2.05 1.86 0 0.28470451
1934 2.1 1.86 0 0.29281897
1935 2.15 1.86 0 0.30062424
1936 2.2 1.86 0 0.30806398
1937 2.25 1.86 0 0.31508446
1938 2.3 1.86 0 0.32163499
1939 2.35 1.86 0 0.32766827
1940 2.4 1.86 0 0.33314073
1941 2.45 1.86 0 0.33801286
1942 2.5 1.86 0 0.34224948
1943 2.55 1.86 3 1.30582
1944 2.6 1.86 4 1.6286986
1945 2.65 1.86 5 1.9508646
1946 2.7 1.86 2 0.99230226
1947 2.75 1.86 3 1.3130012
1948 2.8 1.86 4 1.6329565
1949 2.85 1.86 5 1.9521683
1950 2.9 1.86 2 0.99064239
1951 2.95 1.86 3 1.3083898
1952 3 1.86 4 1.6254267
1953 0 1.92 2 0.89
1954 0.05 1.92 3 1.2008425
1955 0.1 1.92 4 1.5117511
1956 0.15 1.92 5 1.8227914
1957 0.2 1.92 2 0.85402827
1958 0.25 1.92 3 1.1655248
1959 0.3 1.92 4 1.4773425
1960 0.35 1.92 5 1.7895405
1961 0.4 1.92 2 0.82217497
1962 0.45 1.92 3 1.1352992
1963 0.5 1.92 4 1.4489628
1964 0.55 1.92 5 1.7632116
1965 0.6 1.92 2 0.798087
1966 0.65 1.92 3 1.1136261
1967 0.7 1.92 4 1.4298611
1968 0.75 1.92 5 1.7468191
1969 0.8 1.92 2 0.78452221
1970 0.85 1.92 3 1.1029869
1971 0.9 1.92 4 1.4222243
1972 0.95 1.92 5 1.7422399
1973 1 1.92 2 0.78303365
1974 1.05 1.92 3 1.1045997
1975 1.1 1.92 4 1.4269269
1976 1.15 1.92 5 1.7499983
1977 1.2 1.92 2 0.79379173
1978 1.25 1.92 3 1.1182799
1979 1.3 1.92 4 1.4434303
1980 1.35 1.92 5 1.7692059
1981 1.4 1.92 2 0.81556476
1982 1.45 1.92 3 1.1424611
1983 1.5 1.92 4 1.4698452
1984 1.55 1.92 5 1.7976636
1985 1.6 1.92 2 0.84585994
1986 1.65 1.92 3 1.174375
1987 1.7 1.92 4 1.5031472
1988 1.75 1.92 5 1.8321134
1989 1.8 1.92 2 0.88120874
1990 1.85 1.92 0 0.25036753
1991 1.9 1.92 0 0.25952368
1992 1.95 1.92 0 0.26861106
1993 2 1.92 0 0.27756405
1994 2.05 1.92 0 0.28631802
1995 2.1 1.92 0 0.29480974
1996 2.15 1.92 0 0.30297791
1997 2.2 1.92 0 0.31076354
1998 2.25 1.92 0 0.31811042
1999 2.3 1.92 0 0.3249655
2000 2.35 1.92 0 0.33127928
2001 2.4 1.92 0 0.33700617
2002 2.45 1.92 0 0.34210482
2003 2.5 1.92 4 1.6265384
2004 2.55 1.92 5 1.9502749
2005 2.6 1.92 2 0.99328741
2006 2.65 1.92 3 1.3155541
2007 2.7 1.92 4 1.6370586
2008 2.75 1.92 5 1.95779
2009 2.8 1.92 2 0.9977432
2010 2.85 1.92 3 1.3169184
2011 2.9 1.92 4 1.6353215
2012 2.95 1.92 5 1.9529642
2013 3 1.92 2 0.9898634
2014 0 1.98 4 1.53
2015 0.05 1.98 5 1.8405002
2016 0.1 1.98 2 0.87106901
2017 0.15 1.98 3 1.1817745
2018 0.2 1.98 4 1.4926838
2019 0.25 1.98 5 1.8038626
2020 0.3 1.98 2 0.83537446
2021 0.35 1.98 3 1.1472808
2022 0.4 1.98 4 1.45964
2023 0.45 1.98 5 1.7725072
2024 0.5 1.98 2 0.80593402
2025 0.55 1.98 3 1.1199678
2026 0.6 1.98 4 1.4346517
2027 0.65 1.98 5 1.7500241
2028 0.7 1.98 2 0.78611835
2029 0.75 1.98 3 1.1029627
2030 0.8 1.98 4 1.4205799
2031 0.85 1.98 5 1.7389873
2032 0.9 1.98 2 0.77819616
2033 0.95 1.98 3 1.0982124
2034 1 1.98 4 1.4190357
2035 1.05 1.98 5 1.7406603
2036 1.1 1.98 2 0.78307446
2037 1.15 1.98 3 1.1062607
2038 1.2 1.98 4 1.4301959
2039 1.25 1.98 5 1.7548518
2040 1.3 1.98 2 0.80019475
2041 1.35 1.98 3 1.1261861
2042 1.4 1.98 4 1.4527827
2043 1.45 1.98 5 1.7799369
2044 1.5 1.98 2 0.82759689
2045 1.55 1.98 3 1.1557075
2046 1.6 1.98 4 1.4842102
2047 1.65 1.98 5 1.8130435
2048 1.7 1.98 2 0.86214361
2049 1.75 1.98 3 1.1914449
2050 1.8 1.98 4 1.5208802
2051 1.85 1.98 5 1.8503813
2052 1.9 1.98 0 0.25987963
2053 1.95 1.98 0 0.26930665
2054 2 1.98 0 0.27859427
2055 2.05 1.98 0 0.28767542
2056 2.1 1.98 0 0.29648452
2057 2.15 1.98 0 0.30495798
2058 2.2 1.98 0 0.3130346
2059 2.25 1.98 0 0.32065608
2060 2.3 1.98 0 0.32776737
2061 2.35 1.98 0 0.33431713
2062 2.4 1.98 0 0.34025806
2063 2.45 1.98 5 1.9455473
2064 2.5 1.98 2 0.99014658
2065 2.55 1.98 3 1.3140228
2066 2.6 1.98 4 1.6371478
2067 2.65 1.98 5 1.9594992
2068 2.7 1.98 2 1.0010599
2069 2.75 1.98 3 1.3218187
2070 2.8 1.98 4 1.6417701
2071 2.85 1.98 5 1.9609145
2072 2.9 1.98 2 0.99925797
2073 2.95 1.98 3 1.3168125
2074 3 1.98 4 1.6335958
2075 0 2.04 2 0.89
2076 0.05 2.04 3 1.2002249
2077 0.1 2.04 4 1.5105204
2078 0.15 2.04 5 1.8209566
2079 0.2 2.04 2 0.8516025
2080 0.25 2.04 3 1.1625256
2081 0.3 2.04 4 1.4737916
2082 0.35 2.04 5 1.7854634
2083 0.4 2.04 2 0.81760116
2084 0.45 2.04 3 1.1302617
2085 0.5 2.04 4 1.443498
2086 0.55 2.04 5 1.757359
2087 0.6 2.04 2 0.79188881
2088 0.65 2.04 3 1.1071271
2089 0.7 2.04 4 1.4231082
2090 0.75 2.04 5 1.7398611
2091 0.8 2.04 2 0.77740927
2092 0.85 2.04 3 1.0957704
2093 0.9 2.04 4 1.4149564
2094 0.95 2.04 5 1.7349731
2095 1 2.04 2 0.77582033
2096 1.05 2.04 3 1.097492
2097 1.1 2.04 4 1.4199761
2098 1.15 2.04 5 1.7432546
2099 1.2 2.04 2 0.78730389
2100 1.25 2.04 3 1.1120947
2101 1.3 2.04 4 1.4375925
2102 1.35 2.04 5 1.7637575
2103 1.4 2.04 2 0.81054519
2104 1.45 2.04 3 1.1379066
2105 1.5 2.04 4 1.4657886
2106 1.55 2.04 5 1.7941343
2107 1.6 2.04 2 0.84288333
2108 1.65 2.04 3 1.1719726
2109 1.7 2.04 4 1.5013364
2110 1.75 2.04 5 1.8309072
2111 1.8 2.04 2 0.88061589
2112 1.85 2.04 3 1.2103923
2113 1.9 2.04 4 1.5401659
2114 1.95 2.04 0 0.2698661
2115 2 2.04 0 0.27942284
2116 2.05 2.04 0 0.28876714
2117 2.1 2.04 0 0.2978315
2118 2.15 2.04 0 0.30655049
2119 2.2 2.04 0 0.31486116
2120 2.25 2.04 0 0.32270348
2121 2.3 2.04 0 0.33002083
2122 2.35 2.04 0 0.33676038
2123 2.4 2.04 2 0.98287347
2124 2.45 2.04 3 1.3083159
2125 2.5 2.04 4 1.6330485
2126 2.55 2.04 5 1.957037
2127 2.6 2.04 2 1.0002526
2128 2.65 2.04 3 1.3226722
2129 2.7 2.04 4 1.6442781
2130 2.75 2.04 5 1.9650589
2131 2.8 2.04 2 1.0050089
2132 2.85 2.04 3 1.3241285
2133 2.9 2.04 4 1.6424239
2134 2.95 2.04 5 1.9599076
2135 3 2.04 2 0.99659773
2136 0 2.1 4 1.53
2137 0.05 2.1 5 1.8400186
2138 0.1 2.1 2 0.87010925
2139 0.15 2.1 3 1.1803435
2140 0.2 2.1 4 1.490792
2141 0.25 2.1 5 1.8015235
2142 0.3 2.1 2 0.83260506
2143 0.35 2.1 3 1.1441011
2144 0.4 2.1 4 1.4560729
2145 0.45 2.1 5 1.7685785
2146 0.5 2.1 2 0.80167206
2147 0.55 2.1 3 1.1154034
2148 0.6 2.1 4 1.4298178
2149 0.65 2.1 5 1.7449555
2150 0.7 2.1 2 0.78085178
2151 0.75 2.1 3 1.0975362
2152 0.8 2.1 4 1.4150326
2153 0.85 2.1 5 1.7333592
2154 0.9 2.1 2 0.77252795
2155 0.95 2.1 3 1.092545
2156 1 2.1 4 1.4134101
2157 1.05 2.1 5 1.7351171
2158 1.1 2.1 2 0.77765358
2159 1.15 2.1 3 1.1010013
2160 1.2 2.1 4 1.4251361
2161 1.25 2.1 5 1.750028
2162 1.3 2.1 2 0.79564182
2163 1.35 2.1 3 1.121937
2164 1.4 2.1 4 1.448868
2165 1.45 2.1 5 1.7763848
2166 1.5 2.1 2 0.8244332
2167 1.55 2.1 3 1.152955
2168 1.6 2.1 4 1.4818887
2169 1.65 2.1 5 1.8111699
2170 1.7 2.1 2 0.86073136
2171 1.75 2.1 3 1.1905042
2172 1.8 2.1 4 1.5204178
2173 1.85 2.1 5 1.8504006
2174 1.9 2.1 2 0.90038051
2175 1.95 2.1 3 1.2302855
2176 2 2.1 0 0.28004393
2177 2.05 2.1 0 0.28958547
2178 2.1 2.1 0 0.29884118
2179 2.15 2.1 0 0.30774422
2180 2.2 2.1 0 0.31623032
2181 2.25 2.1 0 0.32423818
2182 2.3 2.1 0 0.33171
2183 2.35 2.1 3 1.2985918
2184 2.4 2.1 4 1.6248339
2185 2.45 2.1 5 1.9503913
2186 2.5 2.1 2 0.99522378
2187 2.55 2.1 3 1.3192965
2188 2.6 2.1 4 1.64258
2189 2.65 2.1 5 1.9650506
2190 2.7 2.1 2 1.0066904
2191 2.75 2.1 3 1.3274877
2192 2.8 2.1 4 1.6474366
2193 2.85 2.1 5 1.9665376
2194 2.9 2.1 2 1.0047971
2195 2.95 2.1 3 1.3222277
2196 3 2.1 4 1.6388479
2197 0 2.16 2 0.89
2198 0.05 2.16 3 1.1998826
2199 0.1 2.16 4 1.5098383
2200 0.15 2.16 5 1.8199396
2201 0.2 2.16 2 0.85025792
2202 0.25 2.16 3 1.1608632
2203 0.3 2.16 4 1.4718233
2204 0.35 2.16 5 1.7832035
2205 0.4 2.16 2 0.81506593
2206 0.45 2.16 3 1.1274695
2207 0.5 2.16 4 1.440469
2208 0.55 2.16 5 1.7541149
2209 0.6 2.16 2 0.7884532
2210 0.65 2.16 3 1.1035247
2211 0.7 2.16 4 1.4193651
2212 0.75 2.16 5 1.7360043
2213 0.8 2.16 2 0.77346663
2214 0.85 2.16 3 1.0917704
2215 0.9 2.16 4 1.4109279
2216 0.95 2.16 5 1.7309451
2217 1 2.16 2 0.77182204
2218 1.05 2.16 3 1.0935523
2219 1.1 2.16 4 1.4161233
2220 1.15 2.16 5 1.7395166
2221 1.2 2.16 2 0.78370773
2222 1.25 2.16 3 1.1086663
2223 1.3 2.16 4 1.4343566
2224 1.35 2.16 5 1.7607375
2225 1.4 2.16 2 0.80776289
2226 1.45 2.16 3 1.1353821
2227 1.5 2.16 4 1.4635401
2228 1.55 2.16 5 1.792178
2229 1.6 2.16 2 0.84123343
2230 1.65 2.16 3 1.170641
2231 1.7 2.16 4 1.5003327
2232 1.75 2.16 5 1.8302386
2233 1.8 2.16 2 0.88028728
2234 1.85 2.16 3 1.2104061
2235 1.9 2.16 4 1.5405219
2236 1.95 2.16 5 1.8705618
2237 2 2.16 2 0.92045316
2238 2.05 2.16 3 1.2501247
2239 2.1 2.16 4 1.5795064
2240 2.15 2.16 5 1.9085308
2241 2.2 2.16 2 0.95713243
2242 2.25 2.16 3 1.2852494
2243 2.3 2.16 4 1.612823
2244 2.35 2.16 5 1.9397985
2245 2.4 2.16 2 0.98612566
2246 2.45 2.16 3 1.3117587
2247 2.5 2.16 4 1.636657
2248 2.55 2.16 5 1.9607852
2249 2.6 2.16 2 1.0041134
2250 2.65 2.16 3 1.3266177
2251 2.7 2.16 4 1.6482799
2252 2.75 2.16 5 1.969088
2253 2.8 2.16 2 1.0090362
2254 2.85 2.16 3 1.328125
2255 2.9 2.16 4 1.6463607
2256 2.95 2.16 5 1.9637563
2257 3 2.16 2 1.0003305
2258 0 2.22 4 1.53
2259 0.05 2.22 5 1.839818
2260 0.1 2.22 2 0.86970957
2261 0.15 2.22 3 1.1797476
2262 0.2 2.22 4 1.4900041
2263 0.25 2.22 5 1.8005494
2264 0.3 2.22 2 0.83145178
2265 0.35 2.22 3 1.1427769
2266 0.4 2.22 4 1.4545874
2267 0.45 2.22 5 1.7669424
2268 0.5 2.22 2 0.79989721
2269 0.55 2.22 3 1.1135026
2270 0.6 2.22 4 1.4278047
2271 0.65 2.22 5 1.7428448
2272 0.7 2.22 2 0.77865858
2273 0.75 2.22 3 1.0952763
2274 0.8 2.22 4 1.4127225
2275 0.85 2.22 5 1.7310154
2276 0.9 2.22 2 0.77016749
2277 0.95 2.22 3 1.0901849
2278 1 2.22 4 1.4110674
2279 1.05 2.22 5 1.7328086
2280 1.1 2.22 2 0.77539611
2281 1.15 2.22 3 1.0988111
2282 1.2 2.22 4 1.4230289
2283 1.25 2.22 5 1.7480192
2284 1.3 2.22 2 0.79374581
2285 1.35 2.22 3 1.1201674
2286 1.4 2.22 4 1.4472377
2287 1.45 2.22 5 1.7749056
2288 1.5 2.22 2 0.82311571
2289 1.55 2.22 3 1.1518088
2290 1.6 2.22 4 1.480922
2291 1.65 2.22 5 1.8103896
2292 1.7 2.22 2 0.86014324
2293 1.75 2.22 3 1.1901124
2294 1.8 2.22 4 1.5202253
2295 1.85 2.22 5 1.8504087
2296 1.9 2.22 2 0.90058909
2297 1.95 2.22 3 1.2306931
2298 2 2.22 4 1.5606476
2299 2.05 2.22 5 1.8903809
2300 2.1 2.22 2 0.93982259
2301 2.15 2.22 3 1.2689045
2302 2.2 2.22 4 1.5975611
2303 2.25 2.22 5 1.9257299
2304 2.3 2.22 2 0.97335186
2305 2.35 2.22 3 1.300372
2306 2.4 2.22 4 1.6267395
2307 2.45 2.22 5 1.9524086
2308 2.5 2.22 2 0.99733813
2309 2.55 2.22 3 1.3214927
2310 2.6 2.22 4 1.6448421
2311 2.65 2.22 5 1.9673624
2312 2.7 2.22 2 1.0090352
2313 2.75 2.22 3 1.3298485
2314 2.8 2.22 4 1.6497964
2315 2.85 2.22 5 1.9688793
2316 2.9 2.22 2 1.0071038
2317 2.95 2.22 3 1.3244828
2318 3 2.22 4 1.6410351
2319 0 2.28 2 0.89
2320 0.05 2.28 3 1.1998252
2321 0.1 2.28 4 1.5097239
2322 0.15 2.28 5 1.819769
2323 0.2 2.28 2 0.85003238
2324 0.25 2.28 3 1.1605844
2325 0.3 2.28 4 1.4714931
2326 0.35 2.28 5 1.7828244
2327 0.4 2.28 2 0.81464068
2328 0.45 2.28 3 1.1270011
2329 0.5 2.28 4 1.4399609
2330 0.55 2.28 5 1.7535707
2331 0.6 2.28 2 0.78787692
2332 0.65 2.28 3 1.1029205
2333 0.7 2.28 4 1.4187372
2334 0.75 2.28 5 1.7353574
2335 0.8 2.28 2 0.7728053
2336 0.85 2.28 3 1.0910994
2337 0.9 2.28 4 1.4102521
2338 0.95 2.28 5 1.7302695
2339 1 2.28 2 0.77115137
2340 1.05 2.28 3 1.0928914
2341 1.1 2.28 4 1.4154771
2342 1.15 2.28 5 1.7388896
2343 1.2 2.28 2 0.78310451
2344 1.25 2.28 3 1.1080912
2345 1.3 2.28 4 1.4338138
2346 1.35 2.28 5 1.7602309
2347 1.4 2.28 2 0.80729618
2348 1.45 2.28 3 1.1349586
2349 1.5 2.28 4 1.463163
2350 1.55 2.28 5 1.7918499
2351 1.6 2.28 2 0.84095667
2352 1.65 2.28 3 1.1704176
2353 1.7 2.28 4 1.5001643
2354 1.75 2.28 5 1.8301265
2355 1.8 2.28 2 0.88023216
2356 1.85 2.28 3 1.2104084
2357 1.9 2.28 4 1.5405816
2358 1.95 2.28 5 1.8706785
2359 2 2.28 2 0.92062598
2360 2.05 2.28 3 1.2503524
2361 2.1 2.28 4 1.5797874
2362 2.15 2.28 5 1.9088629
2363 2.2 2.28 2 0.95751341
2364 2.25 2.28 3 1.2856764
2365 2.3 2.28 4 1.613293
2366 2.35 2.28 5 1.9403081
2367 2.4 2.28 2 0.98667118
2368 2.45 2.28 3 1.3123362
2369 2.5 2.28 4 1.6372623
2370 2.55 2.28 5 1.9614139
2371 2.6 2.28 2 1.004761
2372 2.65 2.28 3 1.3272795
2373 2.7 2.28 4 1.6489511
2374 2.75 2.28 5 1.9697638
2375 2.8 2.28 2 1.0097118
2376 2.85 2.28 3 1.3287953
2377 2.9 2.28 4 1.6470211
2378 2.95 2.28 5 1.9644019
2379 3 2.28 2 1.0009566
2380 0 2.34 4 1.53
2381 0.05 2.34 5 1.8399042
2382 0.1 2.34 2 0.86988122
2383 0.15 2.34 3 1.1800036
2384 0.2 2.34 4 1.4903425
2385 0.25 2.34 5 1.8009678
2386 0.3 2.34 2 0.83194708
2387 0.35 2.34 3 1.1433456
2388 0.4 2.34 4 1.4552254
2389 0.45 2.34 5 1.7676451
2390 0.5 2.34 2 0.80065945
2391 0.55 2.34 3 1.1143189
2392 0.6 2.34 4 1.4286693
2393 0.65 2.34 5 1.7437513
2394 0.7 2.34 2 0.77960049
2395 0.75 2.34 3 1.0962468
2396 0.8 2.34 4 1.4137146
2397 0.85 2.34 5 1.732022
2398 0.9 2.34 2 0.77118124
2399 0.95 2.34 3 1.0911985
2400 1 2.34 4 1.4120735
2401 1.05 2.34 5 1.7338
2402 1.1 2.34 2 0.77636562
2403 1.15 2.34 3 1.0997517
2404 1.2 2.34 4 1.4239339
2405 1.25 2.34 5 1.7488819
2406 1.3 2.34 2 0.79456009
2407 1.35 2.34 3 1.1209274
2408 1.4 2.34 4 1.4479379
2409 1.45 2.34 5 1.7755409
2410 1.5 2.34 2 0.82368153
2411 1.55 2.34 3 1.152301
2412 1.6 2.34 4 1.4813372
2413 1.65 2.34 5 1.8107247
2414 1.7 2.34 2 0.86039582
2415 1.75 2.34 3 1.1902807
2416 1.8 2.34 4 1.520308
2417 1.85 2.34 5 1.8504052
2418 1.9 2.34 2 0.90049951
2419 1.95 2.34 3 1.230518
2420 2 2.34 4 1.5603884
2421 2.05 2.34 5 1.8900393
2422 2.1 2.34 2 0.93940111
2423 2.15 2.34 3 1.2684062
2424 2.2 2.34 4 1.5969896
2425 2.25 2.34 5 1.9250893
2426 2.3 2.34 2 0.97264674
2427 2.35 2.34 3 1.2996074
2428 2.4 2.34 4 1.6259211
2429 2.45 2.34 5 1.9515422
2430 2.5 2.34 2 0.99643009
2431 2.55 2.34 3 1.3205495
2432 2.6 2.34 4 1.6438706
2433 2.65 2.34 5 1.9663695
2434 2.7 2.34 2 1.0080282
2435 2.75 2.34 3 1.3288346
2436 2.8 2.34 4 1.648783
2437 2.85 2.34 5 1.9678736
2438 2.9 2.34 2 1.0061132
2439 2.95 2.34 3 1.3235143
2440 3 2.34 4 1.6400958
2441 0 2.4 2 0.89
2442 0.05 2.4 3 1.2000543
2443 0.1 2.4 4 1.5101804
2444 0.15 2.4 5 1.8204496
2445 0.2 2.4 2 0.85093224
2446 0.25 2.4 3 1.1616969
2447 0.3 2.4 4 1.4728104
2448 0.35 2.4 5 1.7843368
2449 0.4 2.4 2 0.81633737
2450 0.45 2.4 3 1.1288698
2451 0.5 2.4 4 1.4419881
2452 0.55 2.4 5 1.7557418
2453 0.6 2.4 2 0.79017618
2454 0.65 2.4 3 1.1053313
2455 0.7 2.4 4 1.4212423
2456 0.75 2.4 5 1.7379385
2457 0.8 2.4 2 0.77544389
2458 0.85 2.4 3 1.0937765
2459 0.9 2.4 4 1.4129482
2460 0.95 2.4 5 1.7329652
2461 1 2.4 2 0.77382721
2462 1.05 2.4 3 1.0955281
2463 1.1 2.4 4 1.4180555
2464 1.15 2.4 5 1.7413913
2465 1.2 2.4 2 0.78551122
2466 1.25 2.4 3 1.1103857
2467 1.3 2.4 4 1.4359794
2468 1.35 2.4 5 1.762252
2469 1.4 2.4 2 0.80915823
2470 1.45 2.4 3 1.1366482
2471 1.5 2.4 4 1.4646678
2472 1.55 2.4 5 1.7931591
2473 1.6 2.4 2 0.84206087
2474 1.65 2.4 3 1.1713088
2475 1.7 2.4 4 1.5008361
2476 1.75 2.4 5 1.8305739
2477 1.8 2.4 2 0.88045208
2478 1.85 2.4 3 1.2103992
2479 1.9 2.4 4 1.5403434
2480 1.95 2.4 5 1.8702129
2481 2 2.4 2 0.91993645
2482 2.05 2.4 3 1.2494439
2483 2.1 2.4 4 1.5786664
2484 2.15 2.4 5 1.9075376
2485 2.2 2.4 2 0.95599337
2486 2.25 2.4 3 1.2839726
2487 2.3 2.4 4 1.6114177
2488 2.35 2.4 5 1.9382749
2489 2.4 2.4 2 0.98449467
2490 2.45 2.4 3 1.3100321
2491 2.5 2.4 4 1.6348473
2492 2.55 2.4 5 1.9589055
2493 2.6 2.4 2 1.0021772
2494 2.65 2.4 3 1.324639
2495 2.7 2.4 4 1.646273
2496 2.75 2.4 5 1.9670674
2497 2.8 2.4 2 1.0070165
2498 2.85 2.4 3 1.3261207
2499 2.9 2.4 4 1.6443864
2500 2.95 2.4 5 1.9618262
2501 3 2.4 2 0.9984585
200 2501 12505
1 0 0 3 1.21
2 0.05 0 4 1.5401877
3 0.1 0 5 1.8703019
4 0.15 0 2 0.92026945
5 0.2 0 3 1.2500185
6 0.25 0 4 1.5794785
7 0.3 0 5 1.9085813
8 0.35 0 2 0.95726105
9 0.4 0 3 1.2854552
10 0.45 0 4 1.6131044
11 0.5 0 5 1.9401536
12 0.55 0 2 0.98655189
13 0.6 0 3 1.312253
14 0.65 0 4 1.6372157
15 0.7 0 5 1.9614043
16 0.75 0 2 1.0047884
17 0.8 0 3 1.3273438
18 0.85 0 4 1.6490518
19 0.9 0 5 1.9699002
20 0.95 0 2 1.0098828
21 1 0 3 1.3289998
22 1.05 0 4 1.6472575
23 1.1 0 5 1.9646686
24 1.15 0 2 1.0012517
25 1.2 0 3 1.3170314
26 1.25 0 4 1.6320384
27 1.3 0 5 1.9463085
28 1.35 0 2 0.97988327
29 1.4 0 3 1.292809
30 1.45 0 4 1.6051368
31 1.5 0 5 1.916922
32 1.55 0 2 0.94822408
33 1.6 0 3 1.2591057
34 1.65 0 4 1.5696327
35 1.7 0 5 1.8798736
36 1.75 0 2 0.90989878
37 1.8 0 3 1.2197803
38 1.85 0 4 1.5295911
39 1.9 0 5 1.8394049
40 1.95 0 2 0.86929525
41 2 0 3 1.1793351
42 2.05 0 4 1.4895963
43 2.1 0 5 1.8001493
44 2.15 0 2 0.83106222
45 2.2 0 3 1.1424007
46 2.25 0 4 1.4542273
47 2.3 0 5 1.7666011
48 2.35 0 2 0.79957702
49 2.4 0 3 1.1132059
50 2.45 0 4 1.4275336
51 2.5 0 5 1.7426013
52 2.55 0 2 0.77844441
53 2.6 0 3 1.095093
54 2.65 0 4 1.4125714
55 2.7 0 5 1.7308976
56 2.75 0 2 0.77008387
57 2.8 0 3 1.090136
58 2.85 0 4 1.4110536
59 2.9 0 5 1.7328301
60 2.95 0 2 0.77545261
61 3 0 3 1.0989022
62 0 0.06 5 1.85
63 0.05 0.06 2 0.9001518
64 0.1 0.06 3 1.2302303
65 0.15 0.06 4 1.5601627
66 0.2 0.06 5 1.8898773
67 0.25 0.06 2 0.93930404
68 0.3 0.06 3 1.2683747
69 0.35 0.06 4 1.5970239
70 0.4 0.06 5 1.9251891
71 0.45 0.06 2 0.97281142
72 0.5 0.06 3 1.2998358
73 0.55 0.06 4 1.6262115
74 0.6 0.06 5 1.9518924
75 0.65 0.06 2 0.99683767
76 0.7 0.06 3 1.3210115
77 0.75 0.06 4 1.6443837
78 0.8 0.06 5 1.96693
79 0.85 0.06 2 1.008632
80 0.9 0.06 3 1.3294774
81 0.95 0.06 4 1.6494601
82 1 0.06 5 1.9685802
83 1.05 0.06 2 1.0068441
84 1.1 0.06 3 1.3242643
85 1.15 0.06 4 1.6408594
86 1.2 0.06 5 1.9566541
87 1.25 0.06 2 0.9916786
88 1.3 0.06 3 1.305969
89 1.35 0.06 4 1.6195663
90 1.4 0.06 5 1.932517
91 1.45 0.06 2 0.96487186
92 1.5 0.06 3 1.2766861
93 1.55 0.06 4 1.5880188
94 1.6 0.06 5 1.8989326
95 1.65 0.06 2 0.929493
96 1.7 0.06 3 1.2397683
97 1.75 0.06 4 1.5498286
98 1.8 0.06 5 1.8597458
99 1.85 0.06 2 0.88959256
100 1.9 0.06 3 1.1994423
101 1.95 0.06 4 1.5093683
102 2 0.06 5 1.8194432
103 2.05 0.06 2 0.84973877
104 2.1 0.06 3 1.1603251
105 2.15 0.06 4 1.47127
106 2.2 0.06 5 1.7826391
107 2.25 0.06 2 0.81449451
108 2.3 0.06 3 1.1268951
109 2.35 0.06 4 1.4398958
110 2.4 0.06 5 1.7535472
111 2.45 0.06 2 0.78789493
112 2.5 0.06 3 1.10298
113 2.55 0.06 4 1.4188377
114 2.6 0.06 5 1.7354982
115 2.65 0.06 2 0.77298542
116 2.7 0.06 3 1.0913176
117 2.75 0.06 4 1.4105067
118 2.8 0.06 5 1.7305586
119 2.85 0.06 2 0.77147299
120 2.9 0.06 3 1.0932432
121 2.95 0.06 4 1.4158565
122 3 0.06 5 1.739294
123 0 0.12 3 1.21
124 0.05 0.12 4 1.5400443
125 0.1 0.12 5 1.8700161
126 0.15 0.12 2 0.91984329
127 0.2 0.12 3 1.249455
128 0.25 0.12 4 1.5787819
129 0.3 0.12 5 1.9077565
130 0.35 0.12 2 0.95631409
131 0.4 0.12 3 1.2843928
132 0.45 0.12 4 1.6119344
133 0.5 0.12 5 1.9388844
134 0.55 0.12 2 0.98519255
135 0.6 0.12 3 1.3108134
136 0.65 0.12 4 1.6357062
