# generated large 1D fixture
# 401 bins and 3 timesteps
# Chunk Coord1 Ncount c_rho
100 401 6271
198 4.925 42 2.6102294
199 4.95 42 2.6075865
200 4.975 42 2.6031215
201 5 42 2.5968382
202 5.025 42 2.5887456
203 5.05 42 2.5788578
204 5.075 42 2.5671938
205 5.1 41 2.5537775
206 5.125 41 2.5386377
207 5.15 41 2.5218078
208 5.175 41 2.5033258
209 5.2 40 2.4832342
210 5.225 40 2.4615797
211 5.25 40 2.4384131
212 5.275 39 2.4137891
213 5.3 39 2.3877662
214 5.325 38 2.3604062
215 5.35 38 2.3317745
216 5.375 37 2.3019391
217 5.4 37 2.270971
218 5.425 36 2.2389438
219 5.45 36 2.2059333
220 5.475 35 2.1720171
221 5.5 34 2.137275
222 5.525 34 2.1017878
223 5.55 33 2.0656377
224 5.575 32 2.0289077
225 5.6 32 1.9916817
226 5.625 31 1.9540436
227 5.65 30 1.9160776
228 5.675 30 1.8778676
229 5.7 29 1.8394972
230 5.725 28 1.8010492
231 5.75 28 1.7626054
232 5.775 27 1.7242464
233 5.8 26 1.6860513
234 5.825 26 1.6480978
235 5.85 25 1.6104613
236 5.875 24 1.5732154
237 5.9 24 1.5364311
238 5.925 23 1.5001771
239 5.95 22 1.4645194
240 5.975 22 1.4295211
241 6 21 1.3952422
242 6.025 20 1.3617397
243 6.05 20 1.3290673
244 6.075 19 1.2972752
245 6.1 18 1.2664101
246 6.125 18 1.2365153
247 6.15 17 1.2076303
248 6.175 17 1.1797907
249 6.2 16 1.1530287
250 6.225 16 1.1273723
251 6.25 15 1.102846
252 6.275 15 1.0794701
253 6.3 14 1.0572614
254 6.325 14 1.0362326
255 6.35 14 1.0163928
256 6.375 13 0.99774707
257 6.4 13 0.980297
258 6.425 13 0.9640404
259 6.45 12 0.94897153
260 6.475 12 0.93508113
261 6.5 12 0.92235652
262 6.525 11 0.91078174
263 6.55 11 0.90033758
264 6.575 11 0.89100179
265 6.6 11 0.88274913
266 6.625 11 0.87555156
267 6.65 10 0.86937834
268 6.675 10 0.86419622
269 6.7 10 0.85996954
270 6.725 10 0.85666044
271 6.75 10 0.85422901
272 6.775 10 0.85263342
273 6.8 10 0.85183014
274 6.825 10 0.85177411
275 6.85 10 0.85241887
276 6.875 10 0.85371681
277 6.9 10 0.85561928
278 6.925 10 0.85807681
279 6.95 10 0.86103932
280 6.975 10 0.86445621
281 7 10 0.86827665
282 7.025 10 0.87244967
283 7.05 10 0.8769244
284 7.075 10 0.8816502
285 7.1 10 0.88657686
286 7.125 10 0.89165476
287 7.15 10 0.89683503
288 7.175 11 0.90206972
289 7.2 11 0.90731195
290 7.225 11 0.91251606
291 7.25 11 0.91763774
292 7.275 11 0.92263422
293 7.3 11 0.92746432
294 7.325 11 0.93208866
295 7.35 11 0.93646972
296 7.375 11 0.94057196
297 7.4 11 0.94436196
298 7.425 11 0.94780846
299 7.45 11 0.95088248
300 7.475 11 0.95355739
301 7.5 11 0.95580898
302 7.525 11 0.95761551
303 7.55 11 0.95895776
304 7.575 11 0.9598191
305 7.6 11 0.96018549
306 7.625 11 0.96004548
307 7.65 11 0.9593903
308 7.675 11 0.95821378
309 7.7 11 0.95651241
310 7.725 11 0.95428526
311 7.75 11 0.95153401
312 7.775 11 0.94826288
313 7.8 11 0.94447862
314 7.825 11 0.94019041
315 7.85 11 0.93540984
316 7.875 11 0.93015082
317 7.9 11 0.92442951
318 7.925 10 0.91826424
319 7.95 10 0.91167539
320 7.975 10 0.90468532
321 8 10 0.89731825
322 8.025 10 0.88960015
323 8.05 10 0.88155861
324 8.075 10 0.87322271
325 8.1 9 0.86462294
326 8.125 9 0.85579099
327 8.15 9 0.84675966
328 8.175 9 0.83756271
329 8.2 9 0.8282347
330 8.225 8 0.81881086
331 8.25 8 0.80932694
332 8.275 8 0.79981904
333 8.3 8 0.79032346
334 8.325 8 0.78087658
335 8.35 7 0.77151466
336 8.375 7 0.76227375
337 8.4 7 0.75318946
338 8.425 7 0.74429689
339 8.45 7 0.73563044
340 8.475 7 0.72722369
341 8.5 6 0.71910924
342 8.525 6 0.71131861
343 8.55 6 0.70388206
344 8.575 6 0.69682854
345 8.6 6 0.69018548
346 8.625 6 0.68397877
347 8.65 6 0.67823259
348 8.675 5 0.67296934
349 8.7 5 0.66820953
350 8.725 5 0.66397172
351 8.75 5 0.66027244
352 8.775 5 0.65712609
353 8.8 5 0.65454494
354 8.825 5 0.65253902
355 8.85 5 0.65111611
356 8.875 5 0.65028172
357 8.9 5 0.65003903
358 8.925 5 0.6503889
359 8.95 5 0.65132988
360 8.975 5 0.65285816
361 9 5 0.65496765
362 9.025 5 0.65764998
363 9.05 5 0.66089449
364 9.075 5 0.66468834
365 9.1 5 0.66901651
366 9.125 5 0.67386188
367 9.15 6 0.67920531
368 9.175 6 0.68502567
369 9.2 6 0.69129996
370 9.225 6 0.69800341
371 9.25 6 0.70510953
372 9.275 6 0.71259027
373 9.3 6 0.72041608
374 9.325 7 0.72855607
375 9.35 7 0.7369781
376 9.375 7 0.74564892
377 9.4 7 0.75453431
378 9.425 7 0.76359918
379 9.45 7 0.77280776
380 9.475 8 0.78212369
381 9.5 8 0.79151021
382 9.525 8 0.80093027
383 9.55 8 0.81034669
384 9.575 8 0.81972229
385 9.6 9 0.82902008
386 9.625 9 0.83820336
387 9.65 9 0.84723589
388 9.675 9 0.85608201
389 9.7 9 0.86470681
390 9.725 9 0.87307625
391 9.75 10 0.8811573
392 9.775 10 0.88891807
393 9.8 10 0.89632793
394 9.825 10 0.90335763
395 9.85 10 0.90997942
396 9.875 10 0.91616719
397 9.9 10 0.9218965
398 9.925 11 0.92714474
399 9.95 11 0.9318912
400 9.975 11 0.93611715
401 10 11 0.93980591
