# generated large cluster fixture
# 1200 clusters and 3 timesteps
# Chunk c_x c_y c_z vx vy vz Ncount
100 1200 315900
640 7.3410336 1.6534393 1.6875505 1.6713611 0.32637548 -0.19763906 495
641 2.7574415 4.9671478 0.88370296 1.6912703 0.35461566 -0.18887758 293
642 10.173849 0.28085633 0.07985538 1.7095544 0.38259735 -0.18004792 93
643 5.5902572 3.5945648 2.2760078 1.7261958 0.41030013 -0.17115326 395
644 1.0066651 6.9082733 1.4721602 1.7411784 0.43770383 -0.16219681 199
645 8.4230729 2.2219818 0.66831265 1.7544878 0.46478846 -0.15318182 5
646 3.8394808 5.5356903 2.8644651 1.7661114 0.49153428 -0.14411152 313
647 11.255889 0.84939883 2.0606175 1.7760378 0.51792179 -0.13498921 123
648 6.6722965 4.1631073 1.2567699 1.7842576 0.54393176 -0.12581816 435
649 2.0887044 7.4768158 0.45292234 1.7907629 0.56954523 -0.1166017 249
650 9.5051123 2.7905243 2.6490748 1.7955473 0.59474352 -0.10734314 65
651 4.9215201 6.1042328 1.8452272 1.7986064 0.61950828 -0.098045837 383
652 0.33792798 1.4179413 1.0413796 1.7999372 0.64382144 -0.088713138 203
653 7.7543358 4.7316498 0.23753203 1.7995384 0.66766528 -0.079348414 25
654 3.1707437 0.04535832 2.4336845 1.7974103 0.69102242 -0.069955047 349
655 10.587152 3.3590668 1.6298369 1.7935551 0.71387584 -0.060536426 175
656 6.0035594 6.6727753 0.8259893 1.7879764 0.73620888 -0.051095953 3
657 1.4199673 1.9864838 0.02214172 1.7806797 0.75800525 -0.041637034 333
658 8.8363752 5.3001923 2.2182941 1.7716718 0.77924907 -0.032163085 165
659 4.252783 0.61390081 1.4144466 1.7609614 0.79992485 -0.022677525 499
660 11.669191 3.9276093 0.61059899 1.748559 0.82001752 -0.013183779 335
661 7.0855988 7.2413178 2.8067514 1.7344763 0.83951243 -0.0036852738 173
662 2.5020066 2.5550263 2.0029038 1.7187268 0.85839538 0.0058145618 13
663 9.9184145 5.8687348 1.1990563 1.7013259 0.8766526 0.015312298 355
664 5.3348224 1.1824433 0.39520868 1.6822901 0.89427077 0.024804507 199
665 0.75123022 4.4961518 2.5913611 1.6616377 0.91123706 0.034287762 45
666 8.1676381 7.8098603 1.7875135 1.6393886 0.9275391 0.04375864 393
667 3.584046 3.1235688 0.98366595 1.6155642 0.943165 0.05321372 243
668 11.000454 6.4372773 0.17981837 1.5901874 0.95810338 0.062649592 95
669 6.4168617 1.7509858 2.3759708 1.5632825 0.97234334 0.072062847 449
670 1.8332696 5.0646943 1.5721232 1.5348755 0.98587451 0.081450089 305
671 9.2496774 0.3784028 0.76827564 1.5049935 0.99868702 0.090807928 163
672 4.6660853 3.6921113 2.9644281 1.4736653 1.0107715 0.10013299 23
673 0.082493145 7.0058198 2.1605805 1.4409211 1.0221192 0.1094219 385
674 7.498901 2.3195283 1.3567329 1.4067923 1.0327219 0.11867131 249
675 2.9153089 5.6332368 0.55288533 1.3713116 1.0425717 0.12787788 115
676 10.331717 0.9469453 2.7490378 1.3345132 1.0516615 0.13703829 483
677 5.7481246 4.2606538 1.9451902 1.2964324 1.0599847 0.14614923 353
678 1.1645325 7.5743623 1.1413426 1.2571059 1.0675352 0.15520741 225
679 8.5809403 2.8880708 0.33749502 1.2165714 1.0743076 0.16420957 99
680 3.9973482 6.2017793 2.5336474 1.1748679 1.0802968 0.17315244 475
681 11.413756 1.5154878 1.7297999 1.1320354 1.0854985 0.18203281 353
682 6.8301639 4.8291963 0.92595229 1.0881151 1.089909 0.19084747 233
683 2.2465718 0.14290479 0.12210471 1.0431492 1.0935249 0.19959324 115
684 9.6629797 3.4566133 2.3182571 0.99718092 1.0963438 0.20826695 499
685 5.0793875 6.7703218 1.5144096 0.95025443 1.0983634 0.21686548 385
686 0.49579539 2.0840303 0.71056198 0.90241482 1.0995824 0.22538573 273
687 7.9122033 5.3977388 2.9067144 0.85370805 1.0999998 0.23382461 163
688 3.3286111 0.71144728 2.1028668 0.80418094 1.0996154 0.24217908 55
689 10.745019 4.0251558 1.2990192 0.75388108 1.0984294 0.25044613 449
690 6.1614269 7.3388643 0.49517167 0.70285679 1.0964427 0.25862278 345
691 1.5778347 2.6525728 2.6913241 0.65115711 1.0936568 0.26670606 243
692 8.9942426 5.9662813 1.8874765 0.59883172 1.0900736 0.27469306 143
693 4.4106504 1.2799898 1.0836289 0.54593089 1.0856958 0.28258091 45
694 11.827058 4.5936983 0.27978136 0.49250547 1.0805266 0.29036674 449
695 7.2434662 7.9074068 2.4759338 0.43860679 1.0745697 0.29804776 355
696 2.659874 3.2211153 1.6720862 0.38428664 1.0678295 0.30562118 263
697 10.076282 6.5348238 0.86823863 0.32959723 1.0603109 0.31308428 173
698 5.4926898 1.8485323 0.064391052 0.27459109 1.0520194 0.32043436 85
699 0.90909764 5.1622408 2.2605435 0.2193211 1.042961 0.32766876 499
700 8.3255055 0.47594927 1.4566959 0.16384035 1.0331424 0.33478488 415
701 3.7419134 3.7896578 0.65284832 0.10820216 1.0225706 0.34178015 333
702 11.158321 7.1033663 2.8490007 0.052460006 1.0112534 0.34865203 253
703 6.5747291 2.4170748 2.0451532 -0.0033325629 0.99919909 0.35539806 175
704 1.991137 5.7307833 1.2413056 -0.059121929 0.98641638 0.36201579 99
705 9.4075448 1.0444918 0.43745801 -0.11485448 0.97291461 0.36850284 25
706 4.8239527 4.3582003 2.6336104 -0.17047667 0.95870363 0.37485687 453
707 0.24036056 7.6719088 1.8297629 -0.22593505 0.9437938 0.38107557 383
708 7.6567684 2.9856173 1.0259153 -0.28117631 0.92819599 0.38715671 315
709 3.0731763 6.2993258 0.2220677 -0.33614739 0.91192156 0.39309809 249
710 10.489584 1.6130343 2.4182201 -0.39079546 0.89498239 0.39889757 185
711 5.905992 4.9267428 1.6143725 -0.445068 0.87739081 0.40455304 123
712 1.3223999 0.24045126 0.81052497 -0.49891287 0.85915965 0.41006248 63
713 8.7388077 3.5541598 0.0066773922 -0.55227832 0.8403022 0.41542389 5
714 4.1552156 6.8678683 2.2028298 -0.60511307 0.82083221 0.42063534 449
715 11.571623 2.1815768 1.3989822 -0.65736635 0.80076386 0.42569494 395
716 6.9880313 5.4952853 0.59513466 -0.70898796 0.7801118 0.43060088 343
717 2.4044392 0.80899375 2.7912871 -0.75992828 0.75889107 0.43535137 293
718 9.8208471 4.1227023 1.9874395 -0.81013838 0.73711714 0.4399447 245
719 5.2372549 7.4364108 1.1835919 -0.85956999 0.71480589 0.44437921 199
720 0.6536628 2.7501193 0.37974435 -0.90817562 0.69197357 0.44865332 155
721 8.0700707 6.0638278 2.5758968 -0.95590856 0.66863684 0.45276546 113
722 3.4864785 1.3775362 1.7720492 -1.0027229 0.6448127 0.45671416 73
723 10.902886 4.6912447 0.96820162 -1.0485738 0.62051852 0.46049799 35
724 6.3192943 0.004953247 0.16435404 -1.093417 0.59577201 0.46411558 499
725 1.7357021 3.3186617 2.3605065 -1.1372096 0.5705912 0.46756563 465
726 9.15211 6.6323702 1.5566589 -1.1799094 0.54499446 0.4708469 433
727 4.5685179 1.9460787 0.75281131 -1.2214754 0.51900045 0.4739582 403
728 11.984926 5.2597872 2.9489637 -1.2618676 0.49262811 0.4768984 375
729 7.4013336 0.57349574 2.1451162 -1.3010473 0.46589666 0.47966645 349
730 2.8177415 3.8872042 1.3412686 -1.3389768 0.43882559 0.48226135 325
731 10.234149 7.2009127 0.537421 -1.3756196 0.41143464 0.48468215 303
732 5.6505572 2.5146212 2.7335734 -1.4109406 0.38374378 0.48692799 283
733 1.066965 5.8283297 1.9297258 -1.4449057 0.35577318 0.48899805 265
734 8.4833729 1.1420382 1.1258783 -1.4774825 0.32754323 0.49089159 249
735 3.8997808 4.4557467 0.32203069 -1.5086394 0.29907453 0.49260792 235
736 11.316189 7.7694552 2.5181831 -1.5383467 0.27038781 0.49414643 223
737 6.7325965 3.0831637 1.7143355 -1.5665757 0.24150399 0.49550655 213
738 2.1490044 6.3968722 0.91048796 -1.5932994 0.21244412 0.49668781 205
739 9.5654122 1.7105807 0.10664038 -1.6184921 0.18322939 0.49768976 199
740 4.9818201 5.0242892 2.3027928 -1.6421295 0.1538811 0.49851205 195
741 0.39822797 0.33799773 1.4989452 -1.6641889 0.12442063 0.49915439 193
742 7.8146358 3.6517062 0.69509765 -1.6846492 0.094869468 0.49961654 193
743 3.2310437 6.9654147 2.8912501 -1.7034907 0.065249149 0.49989833 195
744 10.647452 2.2791232 2.0874025 -1.7206952 0.035581265 0.49999966 199
745 6.0638594 5.5928317 1.2835549 -1.7362463 0.0058874451 0.4999205 205
746 1.4802673 0.90654022 0.47970734 -1.750129 -0.023810667 0.49966087 213
747 8.8966752 4.2202487 2.6758598 -1.76233 -0.053491422 0.49922087 223
748 4.313083 7.5339572 1.8720122 -1.7728374 -0.083133184 0.49860066 235
749 11.729491 2.8476657 1.0681646 -1.7816414 -0.11271435 0.49780045 249
750 7.1458988 6.1613742 0.26431703 -1.7887333 -0.14221334 0.49682055 265
751 2.5623066 1.4750827 2.4604695 -1.7941063 -0.17160868 0.4956613 283
752 9.9787145 4.7887912 1.6566219 -1.7977554 -0.20087891 0.49432312 303
753 5.3951223 0.10249972 0.8527743 -1.799677 -0.23000271 0.4928065 325
754 0.81153021 3.4162082 0.048926723 -1.7998692 -0.25895886 0.49111198 349
755 8.2279381 6.7299167 2.2450791 -1.7983319 -0.28772623 0.48924017 375
756 3.6443459 2.0436252 1.4412316 -1.7950665 -0.31628386 0.48719175 403
757 11.060754 5.3573337 0.63738399 -1.7900762 -0.34461094 0.48496746 433
758 6.4771617 0.67104221 2.8335364 -1.7833658 -0.37268681 0.48256811 465
759 1.8935695 3.9847507 2.0296888 -1.7749417 -0.40049101 0.47999455 499
760 9.3099774 7.2984592 1.2258413 -1.764812 -0.42800326 0.47724772 35
761 4.7263853 2.6121677 0.42199368 -1.7529865 -0.45520353 0.4743286 73
762 0.14279313 5.9258762 2.6181461 -1.7394765 -0.48207196 0.47123826 113
763 7.559201 1.2395847 1.8142985 -1.7242949 -0.50858899 0.46797781 155
764 2.9756089 4.5532932 1.010451 -1.7074565 -0.53473529 0.46454842 199
765 10.392017 7.8670017 0.20660337 -1.6889773 -0.56049178 0.46095134 245
766 5.8084246 3.1807102 2.4027558 -1.6688752 -0.5858397 0.45718786 293
767 1.2248325 6.4944187 1.5989082 -1.6471694 -0.61076056 0.45325933 343
768 8.6412403 1.8081272 0.79506064 -1.6238808 -0.63523621 0.44916719 395
769 4.0576482 5.1218357 2.9912131 -1.5990317 -0.65924881 0.4449129 449
770 11.474056 0.4355442 2.1873655 -1.5726462 -0.68278083 0.440498 5
771 6.8904639 3.7492527 1.3835179 -1.5447494 -0.70581514 0.43592409 63
772 2.3068718 7.0629612 0.57967033 -1.5153682 -0.72833495 0.43119282 123
773 9.7232796 2.3766697 2.7758228 -1.4845309 -0.75032383 0.42630588 185
774 5.1396875 5.6903782 1.9719752 -1.4522671 -0.77176575 0.42126506 249
775 0.55609538 1.0040867 1.1681276 -1.4186077 -0.7926451 0.41607216 315
776 7.9725032 4.3177952 0.36428002 -1.3835852 -0.81294664 0.41072907 383
777 3.3889111 7.6315037 2.5604324 -1.3472332 -0.83265557 0.40523771 453
778 10.805319 2.9452122 1.7565849 -1.3095866 -0.85175754 0.39960006 25
779 6.2217268 6.2589207 0.95273729 -1.2706815 -0.87023862 0.39381816 99
780 1.6381347 1.5726292 0.14888971 -1.2305555 -0.88808533 0.3878941 175
781 9.0545426 4.8863377 2.3450421 -1.1892469 -0.90528466 0.38183001 253
782 4.4709504 0.20004619 1.5411946 -1.1467956 -0.92182409 0.37562808 333
783 11.887358 3.5137547 0.73734698 -1.1032423 -0.93769154 0.36929056 415
784 7.3037662 6.8274632 2.9334994 -1.0586289 -0.95287546 0.36281972 499
785 2.720174 2.1411717 2.1296518 -1.0129982 -0.96736477 0.35621792 85
786 10.136582 5.4548802 1.3258043 -0.96639413 -0.98114892 0.34948752 173
787 5.5529898 0.76858868 0.52195667 -0.9188614 -0.99421785 0.34263096 263
788 0.96939762 4.0822972 2.7181091 -0.87044572 -1.006562 0.33565071 355
789 8.3858055 7.3960057 1.9142615 -0.8211936 -1.0181725 0.3285493 449
790 3.8022134 2.7097142 1.1104139 -0.77115239 -1.0290408 0.32132929 45
791 11.218621 6.0234227 0.30656636 -0.72037015 -1.0391589 0.31399328 143
792 6.6350291 1.3371312 2.5027188 -0.6688957 -1.0485195 0.30654392 243
793 2.0514369 4.6508397 1.6988712 -0.61677848 -1.0571158 0.2989839 345
794 9.4678448 7.9645482 0.89502363 -0.56406859 -1.0649415 0.29131595 449
795 4.8842527 3.2782567 0.091176054 -0.51081668 -1.0719909 0.28354284 55
796 0.30066054 6.5919652 2.2873285 -0.45707391 -1.0782589 0.27566737 163
797 7.7170684 1.9056737 1.4834809 -0.40289192 -1.0837409 0.2676924 273
798 3.1334763 5.2193822 0.67963332 -0.34832279 -1.0884329 0.25962078 385
799 10.549884 0.53309067 2.8757857 -0.29341895 -1.0923314 0.25145545 499
800 5.966292 3.8467992 2.0719382 -0.23823315 -1.0954337 0.24319934 115
801 1.3826999 7.1605077 1.2680906 -0.18281843 -1.0977375 0.23485545 233
802 8.7991077 2.4742162 0.46424301 -0.12722803 -1.0992411 0.22642677 353
803 4.2155156 5.7879247 2.6603954 -0.071515383 -1.0999434 0.21791635 475
804 11.631923 1.1016332 1.8565479 -0.015734011 -1.0998438 0.20932727 99
805 7.0483313 4.4153417 1.0527003 0.04006248 -1.0989425 0.20066262 225
806 2.4647392 7.7290502 0.2488527 0.095820474 -1.0972402 0.19192554 353
807 9.8811471 3.0427587 2.4450051 0.15148639 -1.094738 0.18311917 483
808 5.2975549 6.3564672 1.6411575 0.20700674 -1.0914378 0.1742467 115
809 0.71396279 1.6701757 0.83730997 0.26232818 -1.087342 0.16531133 249
810 8.1303707 4.9838842 0.033462395 0.31739753 -1.0824535 0.15631629 385
811 3.5467785 0.29759266 2.2296148 0.3721619 -1.076776 0.14726481 23
812 10.963186 3.6113012 1.4257672 0.42656864 -1.0703136 0.13816017 163
813 6.3795942 6.9250097 0.62191966 0.48056548 -1.063071 0.12900566 305
814 1.7960021 2.2387182 2.8180721 0.53410054 -1.0550534 0.11980458 449
815 9.21241 5.5524267 2.0142245 0.58712237 -1.0462668 0.11056025 95
816 4.6288178 0.86613515 1.2103769 0.63958002 -1.0367174 0.10127601 243
817 0.045225705 4.1798437 0.40652935 0.69142308 -1.0264124 0.091955214 393
818 7.4616336 7.4935521 2.6026818 0.74260173 -1.0153591 0.08260122 45
819 2.8780414 2.8072606 1.7988342 0.79306681 -1.0035657 0.073217408 199
820 10.294449 6.1209691 0.99498662 0.8427698 -0.99104071 0.063807165 355
821 5.7108572 1.4346776 0.19113904 0.89166296 -0.97779331 0.054373888 13
822 1.127265 4.7483861 2.3872915 0.93969931 -0.96383315 0.044920983 173
823 8.5436729 0.062094644 1.5834439 0.98683267 -0.94917039 0.035451862 335
824 3.9600808 3.3758031 0.77959631 1.0330178 -0.93381573 0.025969943 499
825 11.376489 6.6895116 2.9757487 1.0782102 -0.91778036 0.016478649 165
826 6.7928965 2.0032201 2.1719012 1.1223666 -0.90107596 0.0069814071 333
827 2.2093044 5.3169286 1.3680536 1.1654444 -0.88371473 -0.0025183554 3
828 9.6257122 0.63063714 0.564206 1.2074024 -0.8657093 -0.012017209 175
829 5.0421201 3.9443456 2.7603584 1.2482001 -0.84707281 -0.021511724 349
830 0.45852795 7.2580541 1.9565108 1.2877984 -0.82781884 -0.030998474 25
831 7.8749358 2.5717626 1.1526633 1.3261593 -0.80796143 -0.040474034 203
832 3.2913437 5.8854711 0.34881569 1.3632457 -0.78751505 -0.049934983 383
833 10.707752 1.1991796 2.5449681 1.3990223 -0.76649461 -0.059377906 65
834 6.1241594 4.5128881 1.7411205 1.4334544 -0.74491543 -0.068799394 249
835 1.5405673 7.8265966 0.93727296 1.4665092 -0.72279323 -0.078196046 435
836 8.9569751 3.1403051 0.13342539 1.4981547 -0.70014416 -0.087564471 123
837 4.373383 6.4540136 2.3295778 1.5283606 -0.6769847 -0.096901285 313
838 11.789791 1.7677221 1.5257302 1.5570979 -0.65333176 -0.10620312 5
839 7.2061987 5.0814306 0.72188265 1.5843389 -0.62920257 -0.11546662 199
840 2.6226066 0.39513913 2.9180351 1.6100575 -0.60461471 -0.12468843 395
841 10.039014 3.7088476 2.1141875 1.634229 -0.57958612 -0.13386523 93
842 5.4554223 7.0225561 1.3103399 1.6568301 -0.55413503 -0.14299371 293
843 0.8718302 2.3362646 0.50649234 1.6778391 -0.52828001 -0.15207057 495
844 8.2882381 5.6499731 2.7026448 1.6972358 -0.50203989 -0.16109254 199
845 3.7046459 0.96368162 1.8987972 1.7150016 -0.47543381 -0.17005635 405
846 11.121054 4.2773901 1.0949496 1.7311195 -0.44848116 -0.17895877 113
847 6.5374617 7.5910986 0.29110204 1.7455738 -0.42120158 -0.18779659 323
848 1.9538695 2.9048071 2.4872545 1.7583508 -0.39361497 -0.19656662 35
849 9.3702774 6.2185156 1.6834069 1.7694382 -0.36574143 -0.20526569 249
850 4.7866853 1.5322241 0.8795593 1.7788252 -0.33760128 -0.21389066 465
851 0.20309312 4.8459326 0.075711726 1.786503 -0.30921503 -0.22243842 183
852 7.619501 0.15964111 2.2718641 1.7924641 -0.28060338 -0.23090588 403
853 3.0359088 3.4733496 1.4680166 1.7967027 -0.25178718 -0.23928998 125
854 10.452317 6.7870581 0.66416899 1.7992148 -0.22278745 -0.24758771 349
855 5.8687246 2.1007666 2.8603214 1.7999981 -0.1936253 -0.25579606 75
856 1.2851324 5.4144751 2.0564738 1.7990517 -0.16432202 -0.26391207 303
857 8.7015403 0.72818361 1.2526263 1.7963765 -0.13489895 -0.27193281 33
858 4.1179482 4.0418921 0.44877869 1.7919751 -0.10537754 -0.27985538 265
859 11.534356 7.3556006 2.6449311 1.7858518 -0.075779324 -0.28767693 499
860 6.9507639 2.6693091 1.8410835 1.7780125 -0.046125864 -0.29539464 235
861 2.3671718 5.9830176 1.037236 1.7684646 -0.01643878 -0.3030057 473
862 9.7835796 1.2967261 0.23338838 1.7572173 0.013260287 -0.31050739 213
863 5.1999875 4.6104346 2.4295408 1.7442815 0.042949687 -0.31789699 455
864 0.61639536 7.9241431 1.6256932 1.7296696 0.07260778 -0.32517182 199
865 8.0328032 3.2378516 0.82184564 1.7133956 0.10221294 -0.33232928 445
866 3.4492111 6.5515601 0.017998067 1.6954751 0.1317436 -0.33936677 193
867 10.865619 1.8652686 2.2141505 1.6759254 0.16117822 -0.34628175 443
868 6.2820268 5.1789771 1.4103029 1.6547653 0.19049535 -0.35307172 195
869 1.6984347 0.4926856 0.60645533 1.6320151 0.21967362 -0.35973425 449
870 9.1148426 3.8063941 2.8026078 1.6076967 0.24869175 -0.36626691 205
871 4.5312504 7.1201026 1.9987602 1.5818333 0.2775286 -0.37266735 463
872 11.947658 2.4338111 1.1949126 1.55445 0.30616314 -0.37893326 223
873 7.3640661 5.7475196 0.39106503 1.525573 0.3345745 -0.38506239 485
874 2.780474 1.0612281 2.5872174 1.4952299 0.36274198 -0.39105251 249
875 10.196882 4.3749366 1.7833699 1.4634501 0.39064503 -0.39690146 15
876 5.6132897 7.6886451 0.97952229 1.4302641 0.41826331 -0.40260714 283
877 1.0296976 3.0023536 0.17567472 1.3957036 0.4455767 -0.40816748 53
878 8.4461055 6.3160621 2.3718271 1.359802 0.47256529 -0.41358047 325
879 3.8625133 1.6297706 1.5679796 1.3225937 0.4992094 -0.41884417 99
880 11.278921 4.9434791 0.76413198 1.2841146 0.5254896 -0.42395667 375
881 6.6953291 0.25718758 2.9602844 1.2444014 0.55138675 -0.42891613 153
882 2.1117369 3.5708961 2.1564368 1.2034925 0.57688196 -0.43372075 433
883 9.5281448 6.8846046 1.3525893 1.1614272 0.60195665 -0.4383688 215
884 4.9445527 2.1983131 0.54874168 1.1182458 0.62659254 -0.44285861 499
885 0.36096053 5.5120216 2.7448941 1.0739898 0.65077167 -0.44718855 285
886 7.7773684 0.82573008 1.9410465 1.0287019 0.67447642 -0.45135706 73
887 3.1937763 4.1394386 1.1371989 0.98242539 0.6976895 -0.45536264 363
888 10.610184 7.4531471 0.33335137 0.93520488 0.720394 -0.45920383 155
889 6.026592 2.7668556 2.5295038 0.88708571 0.74257336 -0.46287926 449
890 1.4429999 6.0805641 1.7256562 0.83811413 0.76421142 -0.46638759 245
891 8.8594077 1.3942726 0.92180863 0.78833717 0.78529241 -0.46972756 43
892 4.2758156 4.7079811 0.11796106 0.73780269 0.80580095 -0.47289796 343
893 11.692223 0.021689571 2.3141135 0.68655923 0.8257221 -0.47589766 145
894 7.1086313 3.3353981 1.5102659 0.63465605 0.84504133 -0.47872556 449
895 2.5250392 6.6491066 0.70641833 0.58214301 0.86374456 -0.48138064 255
896 9.941447 1.9628151 2.9025707 0.52907057 0.88181817 -0.48386195 63
897 5.3578549 5.2765236 2.0987232 0.47548974 0.89924896 -0.4861686 373
898 0.77426277 0.59023207 1.2948756 0.421452 0.91602425 -0.48829974 185
899 8.1906706 3.9039406 0.49102802 0.36700927 0.93213179 -0.49025461 499
900 3.6070785 7.2176491 2.6871804 0.31221388 0.94755985 -0.4920325 315
901 11.023486 2.5313576 1.8833329 0.25711847 0.96229718 -0.49363278 133
902 6.4398942 5.8450661 1.0794853 0.201776 0.97633304 -0.49505486 453
903 1.8563021 1.1587746 0.27563771 0.14623963 0.9896572 -0.49629823 275
904 9.27271 4.4724831 2.4717901 0.090562737 1.0022599 -0.49736244 99
905 4.6891178 7.7861916 1.6679426 0.03479882 1.0141321 -0.49824711 425
906 0.10552569 3.0999001 0.86409498 -0.020998536 1.025265 -0.49895192 253
907 7.5219336 6.4136086 0.060247398 -0.076775713 1.0356505 -0.49947661 83
908 2.9383414 1.7273171 2.2563998 -0.13247912 1.045281 -0.49982099 415
909 10.354749 5.0410256 1.4525522 -0.18805522 1.0541496 -0.49998495 249
910 5.7711572 0.35473405 0.64870467 -0.24345061 1.0622498 -0.49996841 85
911 1.187565 3.6684426 2.8448571 -0.29861206 1.0695756 -0.4997714 423
912 8.6039729 6.9821511 2.0410095 -0.35348658 1.0761218 -0.49939397 263
913 4.0203807 2.2958596 1.2371619 -0.40802142 1.0818835 -0.49883626 105
914 11.436789 5.609568 0.43331436 -0.46216418 1.0868566 -0.49809848 449
915 6.8531965 0.92327655 2.6294668 -0.51586284 1.0910374 -0.4971809 295
916 2.2696043 4.236985 1.8256192 -0.56906579 1.0944229 -0.49608383 143
917 9.6860122 7.5506935 1.0217716 -0.62172192 1.0970106 -0.49480769 493
918 5.1024201 2.864402 0.21792405 -0.67378061 1.0987986 -0.49335292 345
919 0.51882794 6.1781105 2.4140765 -0.72519186 1.0997857 -0.49172006 199
920 7.9352358 1.491819 1.6102289 -0.77590625 1.099971 -0.4899097 55
921 3.3516437 4.8055275 0.80638132 -0.82587506 1.0993545 -0.48792248 413
922 10.768052 0.11923604 0.0025337386 -0.87505027 1.0979367 -0.48575913 273
923 6.1844594 3.4329445 2.1986862 -0.92338461 1.0957185 -0.48342042 135
924 1.6008673 6.746653 1.3948386 -0.97083166 1.0927016 -0.4809072 499
925 9.0172751 2.0603615 0.59099101 -1.0173458 1.0888881 -0.47822039 365
926 4.433683 5.37407 2.7871434 -1.0628824 1.0842809 -0.47536093 233
927 11.850091 0.68777854 1.9832959 -1.1073976 1.0788833 -0.47232988 103
928 7.2664987 4.001487 1.1794483 -1.1508487 1.0726992 -0.46912833 475
929 2.6829066 7.3151955 0.3756007 -1.1931939 1.0657332 -0.46575742 349
930 10.099314 2.628904 2.5717531 -1.2343925 1.0579903 -0.46221838 225
931 5.5157223 5.9426125 1.7679055 -1.274405 1.0494762 -0.45851248 103
932 0.93213018 1.256321 0.96405797 -1.3131929 1.0401971 -0.45464107 483
933 8.348538 4.5700295 0.16021039 -1.3507189 1.0301597 -0.45060554 365
934 3.7649459 7.883738 2.3563628 -1.386947 1.0193713 -0.44640734 249
935 11.181354 3.1974465 1.5525152 -1.4218423 1.0078399 -0.44204799 135
936 6.5977616 6.511155 0.74866766 -1.4553713 0.99557385 -0.43752907 23
937 2.0141695 1.8248635 2.9448201 -1.4875019 0.98258204 -0.43285221 413
938 9.4305774 5.138572 2.1409725 -1.518203 0.96887397 -0.42801909 305
939 4.8469852 0.45228052 1.3371249 -1.5474453 0.95445963 -0.42303146 199
940 0.2633931 3.765989 0.53327735 -1.5752006 0.93934953 -0.41789112 95
941 7.679801 7.0796975 2.7294298 -1.6014423 0.9235547 -0.41259992 493
942 3.0962088 2.393406 1.9255822 -1.6261451 0.90708663 -0.40715979 393
943 10.512617 5.7071145 1.1217346 -1.6492853 0.88995733 -0.40157267 295
944 5.9290246 1.020823 0.31788704 -1.6708407 0.8721793 -0.39584059 199
945 1.3454324 4.3345315 2.5140395 -1.6907905 0.85376548 -0.38996561 105
946 8.7618403 7.64824 1.7101919 -1.7091156 0.83472931 -0.38394986 13
947 4.1782482 2.9619485 0.90634431 -1.7257984 0.81508466 -0.37779551 423
948 11.594656 6.275657 0.10249673 -1.7408228 0.79484584 -0.37150478 335
949 7.0110639 1.5893655 2.2986492 -1.7541744 0.77402762 -0.36507994 249
950 2.4274718 4.903074 1.4948016 -1.7658404 0.75264517 -0.35852331 165
951 9.8438796 0.21678251 0.690954 -1.7758095 0.73071407 -0.35183726 83
952 5.2602875 3.530491 2.8871064 -1.7840723 0.70825031 -0.3450242 3
953 0.67669535 6.8441995 2.0832588 -1.7906206 0.68527027 -0.33808659 425
954 8.0931032 2.157908 1.2794113 -1.7954484 0.6617907 -0.33102693 349
955 3.5095111 5.4716165 0.47556369 -1.7985508 0.63782872 -0.32384778 275
956 10.925919 0.78532501 2.6717161 -1.799925 0.61340178 -0.31655171 203
957 6.3423268 4.0990335 1.8678685 -1.7995696 0.5885277 -0.30914138 133
958 1.7587347 7.412742 1.064021 -1.7974849 0.56322461 -0.30161945 65
959 9.1751425 2.7264505 0.26017338 -1.793673 0.53751096 -0.29398864 499
960 4.5915504 6.040159 2.4563258 -1.7881375 0.51140548 -0.28625171 435
961 0.007958265 1.3538675 1.6524782 -1.7808837 0.48492721 -0.27841144 373
962 7.4243661 4.667576 0.84863065 -1.7719187 0.45809545 -0.27047066 313
963 2.840774 7.9812845 0.04478307 -1.761251 0.43092976 -0.26243225 255
964 10.257182 3.294993 2.2409355 -1.7488908 0.40344994 -0.25429911 199
965 5.6735897 6.6087015 1.4370879 -1.7348501 0.37567603 -0.24607416 145
966 1.0899976 1.92241 0.63324034 -1.7191424 0.34762826 -0.23776039 93
967 8.5064055 5.2361185 2.8293928 -1.7017826 0.31932709 -0.22936078 43
968 3.9228133 0.54982699 2.0255452 -1.6827876 0.29079314 -0.22087838 495
969 11.339221 3.8635355 1.2216976 -1.6621756 0.26204721 -0.21231624 449
970 6.7556291 7.177244 0.41785003 -1.6399663 0.23311027 -0.20367746 405
971 2.1720369 2.4909525 2.6140025 -1.6161812 0.2040034 -0.19496516 363
972 9.5884448 5.804661 1.8101549 -1.590843 0.17474782 -0.18618247 323
973 5.0048526 1.1183695 1.0063073 -1.5639762 0.14536485 -0.17733258 285
974 0.42126051 4.432078 0.20245972 -1.5356065 0.11587592 -0.16841867 249
975 7.8376684 7.7457865 2.3986121 -1.5057612 0.086302526 -0.15944396 215
976 3.2540762 3.059495 1.5947646 -1.474469 0.056666218 -0.1504117 183
977 10.670484 6.3732035 0.79091699 -1.4417599 0.026988603 -0.14132513 153
978 6.086892 1.686912 2.9870694 -1.4076654 -0.0027086862 -0.13218756 125
979 1.5032998 5.0006205 2.1832218 -1.3722183 -0.032404 -0.12300226 99
